SBankCode,BankTypeCode,BankName
,GXTDRQGRCC,广西田东农村商业银行
,NPJYQRCC,南平市建阳区农村信用合作联社
,HBLTRCC,湖北罗田农村商业银行
,SXBDXRCC,山西省保德县农村信用合作联社
,HNGYRCB,河南巩义农村商业银行股份有限公司
,GZPDRCB,贵州普定农村商业银行
,GZALBANK,贵州安龙农村商业银行
,HBRXRCB,河北任县农村商业银行
,NXLWRCC,宁夏灵武农村商业银行
,HNLLSRCB,湖南临澧农村商业银行股份有限公司
,SDZCZVLRCC,山东鄄城农村商业银行
,SYNJQRCC,松原市宁江区农村信用合作联社
,KMSJNQRCB,昆明市晋宁区农村信用合作联社
,JMRCB,江门农村商业银行
,JPXNIQRCC,锦屏县农村信用合作联社
,HAXDUPRCC,怀安县农村信用联社
,SXWRRCB,山西万荣农村商业银行股份有限公司
,LCXCZJRCC,陵川县农村信用合作联社
,CHXFJXRCC,淳化县农村信用合作社联合社
,ALSRCC,阿拉善农村商业银行
,NXZNRCC,宁夏中宁农村商业银行
,XYXJZBRCC,旬邑县农村信用合作联社
,SDZYRCC,山东招远农村商业银行
,HNSPRCB,湖南双牌农村商业银行
,SXDTXRCC,山西省大同县农村信用合作联社
,NXHLRCC,宁夏贺兰农村商业银行
,TLFSRCC,吐鲁番市农村信用合作联社
,QTXSRCC,青铜峡市农村信用合作联社
,JZJFRCC,焦作解放农村商业银行
,YSXDJWRCC,永寿县农村信用合作联社
,QZLZMZRCC,琼中黎族苗族自治县农村信用合作联社
,HLJFJSRCC,黑龙江省富锦市农村信用联社
,YLXSDHRCC,宜良县农村信用合作联社
,HNCLRCB,湖南茶陵农村商业银行股份有限公司
,SXWQRCC,陕西吴起农村合作银行
,HBLHKRCC,湖北老河口农村商业银行
,KPSRCC,开平市农村信用合作联社
,XJQTRCC,新疆奇台农村商业银行
,SXXXRCB,山西夏县农村商业银行股份有限公司
,PDXNCJRCC,普定县农村信用合作联社
,LYXIFFRCC,罗源县农村信用合作联社
,KBXRCC,康保县农村信用联社
,SDRSRCC,山东乳山农村商业银行
,SXWZXRCC,山西省五寨县农村信用合作联社
,GSHTRCB,甘肃华亭农村商业银行
,HSXEUPRCC,合水县农村信用合作联社
,ZAXEIQRCC,诏安县农村信用合作联社
,HNJHRCU,湖南嘉禾农村商业银行
,NJXLCB,内江兴隆村镇银行
,SXJXZOXRCC,陕西佳县农村商业银行
,SXWXFUMRCC,山西闻喜农村商业银行
,ZZYH,枣庄银行
,TLXEKTRCC,铁岭县农村信用合作联社
,LNQYRCB,辽宁清原农村商业银行股份有限公司
,XJYLRCC,新疆伊犁农村商业银行
,AHLXKQPRCC,安徽郎溪农村商业银行
,QAXLRCRCC,庆安县农村信用合作联社
,HLJBQRCB,黑龙江宝清农村商业银行
,SXNWXRCC,山西省宁武县农村信用合作联社
,SDYXRCC,山东阳信农村商业银行
,XXCXCB,湘西长行村镇银行
,NXXJRCC,宁夏西吉农村商业银行
,DAXRCC,定安县农村信用合作联社
,SXPLMDDRCC,陕西平利农村商业银行
,GHXRCC,广河县农村信用合作联社
,FQRCB,贵州福泉农村商业银行股份有限公司
,HNQYRCC,河南沁阳农村商业银行
,HNRCB,吉林辉南农村商业银行
,XPXRCC,霞浦县农村信用合作联社
,XJYNRCC,新疆伊宁农村商业银行
,HBGYRCB,河北沽源农村商业银行股份有限公司
,AHJXRCC,安徽绩溪农村商业银行
,SXJLRCC,山西静乐农村商业银行股份有限公司
,ZDXDKKRCC,志丹县农村信用合作联社
,BCXZVNRCC,巴楚县农村信用合作联社
,HSXSTURCC,和顺县农村信用合作联社
,GZXRRCB,贵州兴仁农村商业银行
,EMXRCC,额敏县农村信用合作联社
,SXASRCC,陕西安塞农村商业银行
,XJHTBRCC,新疆呼图壁农村商业银行
,HBXFRCC,湖北咸丰农村商业银行
,HBTSRCC,湖北通山农村商业银行
,WSRCB,文水县农村信用合作联社
,SXTZXRCC,山西省天镇县农村信用合作联社
,SYXDXIRCC,尚义县农村信用联社
,NMCZNCSYXTZ,山东无棣农村商业银行
,JYRCB,吉林靖宇农村商业银行
,XJWSRCB,新疆温宿农村商业银行
,HBCYXVYRCC,湖北崇阳农村商业银行
,HNTCRCC,海南屯昌农村商业银行
,HBLCRCC,湖北利川农村商业银行
,QHHYRCB,宁夏海原农村商业银行股份有限公司
,GZQRRCB,贵州晴隆农村商业银行
,HNBSRCB,海南白沙农村商业银行
,QXURYRCC,邱县农村信用合作联社
,XJTCRCC,新疆塔城农村商业银行
,ZXLLPRCC,隰县农村信用合作联社
,HNWZRCB,河南武陟农商行
,YXXVZIRCC,云霄县农村信用合作联社
,GZSDRCB,贵州三都农村商业银行股份有限公司
,HSNCRCC,黄石农村商业银行
,SXPLLFRRCC,山西平陆农村商业银行
,LSLZRCC,陵水黎族自治县农村信用合作联社
,JCRCU,金昌农村商业银行股份有限公司
,LQYZMZRCC,禄劝彝族苗族自治县农村信用合作联社
,HNLSJRCB,湖南冷水江农村商业银行股份有限公司
,GZYQBANK,贵州余庆农村商业银行
,WDLCRCC,黑龙江五大连池农村商业银行
,WDXNCRCC,望都县农村信用联社
,ZHNSB,珠海农村商业银行
,HNXMRCB,河南新密农村商业银行股份有限公司
,WQRCB,河北武强农村商业银行股份有限公司
,FJWYSRCC,福建武夷山农村商业银行
,HXZYFDCZYH,重庆渝北银座村镇银行
,FSXSCXRCC,抚松县农村信用合作联社
,SZYYRCC,山西省朔州市右玉县农村信用合作联社
,JLSYRCB,吉林双阳农村商业银行
,YNYXHTRCC,云南玉溪红塔农村商业银行
,HZXHLCRCC,和政县农村信用合作联社
,ZJCHZRCC,张家川回族自治县农村信用合作联社
,YNYDRCC,云南寻甸农村商业银行
,BXSSQRCC,本溪市市区农村信用合作社联社
,EXNSNCSYBNY,泰安泰山农村商业银行
,MNSXRCC,玛纳斯县农村信用合作联社
,OCBC,华侨银行
,SDWCRCC,山东武城农村商业银行
,SDPYJBKRCC,山东平原农村商业银行
,HBTFRCC,湖北团风农村商业银行
,CJLZRCC,昌江黎族自治县农村信用合作联社
,YCXSLJRCC,延川县农村信用合作联社
,HAXBSTRCC,华安县农村信用合作联社
,HBXCRCC,湖北孝昌农村商业银行
,JSSXRCC,积石山县农村信用合作联社
,HLJADSRCC,黑龙江省安达市农村信用联社
,GZZFBANK,贵州贞丰农村商业银行
,SYSJTQRCC,沈阳市苏家屯区农村信用合作联社
,LDXSXMRCC,罗甸县农村信用合作联社
,IBK,企业银行
,SXZCRCC,山西芮城农村商业银行
,HCXDKLRCC,霍城县农村信用合作联社
,GZGLRCB,贵州关岭农村商业银行股份有限公司
,SNXRCC,寿宁县农村信用合作联社
,LCRCU,河北临城农村商业银行
,SXPSRCC,山西平顺农村商业银行
,MHHZTZRCC,民和回族土族自治县农村信用合作社联社
,NQXPIVRCC,内丘县农村信用合作联社
,HNHHRCC,淮南淮河农村商业银行
,XPCFCB,西平财富村镇银行
,QLXRCC,清流县农村信用合作联社
,SDQXRCC,山东栖霞农村商业银行
,JLLJRCB,吉林临江农村商业银行股份有限公司
,HBTCRCC,湖北通城农村商业银行
,SDEB,顺德农商银行
,ZYRCB,贵州紫云农村商业银行
,JSZZLHCZYH,辽宁大石桥隆丰村镇银行
,SDDPRCC,山东东平农村商业银行
,SXXNRCC,山西乡宁农村商业银行
,XJBLRCC,新疆博乐农村商业银行
,SXMXRCC,陕西眉县农村商业银行
,ZSXLLXRCC,鄯善县农村信用合作联社
,GZCJRCB,贵州从江农村商业银行股份有限公司
,GDPYRCB,广东平远农村商业银行股份有限公司
,ZJTTRCC,浙江天台农村商业银行
,HBBKRCC,湖北保康农村商业银行
,NMETKQQRCC,内蒙古鄂托克前旗农村商业银行
,HBJYRCC,湖北嘉鱼农村商业银行
,JKXXPTRCC,江口县农村信用合作联社
,XJKSRCC,新疆喀什农村商业银行
,SXZYPSRRCC,山西左云农村商业银行
,AWTXRCC,阿瓦提县农村信用合作联社
,GTJA,国泰君安证券股份有限公司
,XXRCC,雄县农村信用合作联社
,HLJBARCC,黑龙江北安农村商业银行
,HLJTLRCC,黑龙江泰来农村商业银行
,YNXYRCC,云南祥云农村商业银行
,WHYRCZYH,广西藤县桂银村镇银行
,HNNYRCC,湖南南岳农村商业银行
,ZQXRCC,舟曲县农村信用合作联社
,HBJSRCC,湖北建始农村商业银行
,STSCHRCC,汕头市澄海农村信用合作联社
,HNDFRCC,河南登封农村商业银行
,HBDJKRCC,湖北丹江口农村商业银行
,GLGMCZYH,桂林国民村镇银行
,SXSCXRCC,山西省神池县农村信用合作联社
,GZMJRCB,贵州麻江农村商业银行股份有限公司
,HSTXRCC,黄山屯溪农村商业银行
,HLJJXPYERCC,黑龙江集贤农村商业银行
,SXFXUOQRCC,陕西富县农村合作银行
,XXNSYH,广东新兴农村商业银行
,YJSXRCC,英吉沙县农村信用合作联社
,SXCWRCC,陕西长武农村商业银行
,SXYGXRCC,山西省阳高县农村信用合作联社
,HNXWRCC,河南修武农村商业银行
,SXQWRCC,山西曲沃农村商业银行
,FSXNVTRCC,抚顺县农村信用社合作社联合社
,LTXBDCRCC,临潭县农村信用合作联社
,ZGXGRKRCC,岑巩县农村信用合作联社
,HBJLGYPRCC,湖北江陵农村商业银行
,XHXZGERCC,新河县农村信用合作联社
,PXXMVNRCC,平乡县农村信用合作联社
,FSSSCQRCC,抚顺市顺城区农村信用合作联社
,HJXTWURCC,和静县农村信用合作联社
,LHSYCBSCZYH,漯河市郾城包商村镇银行
,SWRCB,汕尾农村商业银行
,YNXCZERCC,郁南县农村信用合作联社
,HBZGRCC,湖北秭归农村商业银行
,HNXRCC,桦南县农村信用合作联社
,SXYQIBZRCC,山西阳曲农村商业银行
,LJZYCZYH,深圳福田银座村镇银行
,SXJKXRCC,山西省交口县农村信用合作联社
,HLJQGXRCC,黑龙江省青冈县农村信用联社
,HLJLXXRCC,黑龙江省兰西县农村信用联社
,GPXRCC,广平县农村信用合作联社
,JNXLUVRCC,肃宁县农村信用联社
,YJHLQKQRCC,伊金霍洛旗矿区农村信用合作联社
,HNGDRCB,湖南桂东农村商业银行股份有限公司
,YZHZRCC,焉耆回族自治县农村信用合作联社
,CHBHK,创兴银行
,MYXRCC,墨玉县农村信用合作社联合社
,SLXYKDRCC,疏勒县农村信用合作联社
,HLJWKXRCC,黑龙江省望奎县农村信用联社
,KNWSMDJSDDH,黑龙江省牡丹江市城郊农村信用联社
,HBLFRCC,湖北来凤农村商业银行
,ZJKHRCC,浙江开化农村商业银行
,GZSHRCB,贵州三穗农村商业银行股份有限公司
,RMZZZZXNERE,孟村回族自治县农村信用合作联社
,HNBARCC,河南博爱农村商业银行
,NBBLZYFDCZYH,天津华明村镇银行
,RYXRCC,饶阳县农村信用联社
,JSLDRCB,甘肃两当农村商业银行股份有限公司
,LNXBRCB,辽宁新宾农村商业银行
,SDZSGENRCC,山东汶上农村商业银行
,NLKXRCC,尼勒克县农村信用合作联社
,WHXRCC,五华县农村信用合作联社
,DBXTTWRCC,迭部县农村信用合作联社
,HLJMSELHRCC,黑龙江明水农村商业银行
,JSDTMYCZYH,浙江三门银座村镇银行
,LORJNCSYSUY,浙江浦江农村商业银行
,SXQYORZRCC,陕西千阳农村商业银行
,CITI,花旗银行
,ANSRCC,安宁市农村信用合作联社
,SXFSRCC,山西浮山农村商业银行有限责任公司
,TEGZSSHNPPH,宁夏石嘴山市惠农区农村信用合作联社
,ZNXIYFRCC,正宁县农村信用合作联社
,GDNHRCB,广东南海农村商业银行
,BCXZDGRCC,拜城县农村信用合作联社
,SXSDXRCC,山西省代县农村信用合作联社
,MGTXRCC,麦盖提县农村信用合作联社
,YKRCB,营口农村商业银行
,LBXRCC,留坝县农村信用合作联社
,HNGZRCB,湖南古丈农村商业银行股份有限公司
,HNZYDMJRCC,河南荥阳农村商业银行
,JLXNLLRCC,将乐县农村信用合作联社
,JCJNCXYHIQK,和田县农村信用合作社联合社
,NXTXRCC,宁夏同心农村商业银行
,HXXRCC,海兴县农村信用联社
,QAXSGJRCC,乾安县农村信用合作联社
,HEBYLRCC,哈尔滨市依兰县农村信用联社
,HNLYSRCB,湖南涟源农村商业银行股份有限公司
,ZJYHJPHRCC,浙江云和农村商业银行
,NXNDBFCZYH,浙江桐乡民泰村镇银行
,BYXOOMRCC,博野县农村信用联社
,TNXRCC,泰宁县农村信用合作联社
,ZSXKLERCC,伽师县农村信用合作联社
,GTXFEFRCC,馆陶县农村信用合作联社
,jygrcb,嘉峪关农村商业银行股份有限公司
,XZXLXRCC,新绛县龙兴农村信用合作社
,JXVLZRCC,吉县农村信用合作联社
,AHSZHHCB,安徽宿州淮海村镇银行
,HLJRHRCC,黑龙江饶河农村商业银行
,LSXFJRRCC,雷山县农村信用合作联社
,HEBACQRCC,哈尔滨市阿城区农村信用合作联社
,HNJYRCB,湖南江永农村商业银行
,XHXVBORCC,夏河县农村信用合作联社
,ZCXMYSRCC,子长县农村信用合作联社
,PNXCNMRCC,屏南县农村信用合作联社
,HBXERCC,湖北宣恩农村商业银行
,SXGJRCC,山西古交农村商业银行
,NXLDXRCC,宁夏隆德县农村信用合作联社
,LTXNPZRCC,轮台县农村信用合作联社
,BTMU,三菱东京日联银行
,TCWYRCC,铜川市王益区农村信用合作社联合社
,SXDXXRCC,山西省定襄县农村信用合作联社
,DXZZZXRCC,东乡族自治县农村信用合作联社
,QSHXRCC,清水河县农村信用合作联社
,XHSNCZYH,广西桂平桂银村镇银行
,QJFYFDCZYH,广西平南桂银村镇银行
,RZZSRCC,日照岚山农村商业银行
,CTXZZGRCC,长泰县农村信用合作联社
,KMPLQRCC,昆明市盘龙区农村信用合作联社
,YNXBQWRCC,永宁县农村信用合作联社
,HZSUZNRCC,霍州市农村信用合作联社
,HLJGNRCC,黑龙江甘南农村商业银行
,BSJYNSB,白山江源农村商业银行股份有限公司
,SXFZRCC,山西繁峙农村商业银行
,MXXRCC,明溪县农村信用合作联社
,CJCCB,江苏长江商业银行
,GYXFRMRCC,高邑县农村信用联社
,TJBHHMCZYH,天津滨海惠民村镇银行
,ZJWZDTRCC,浙江温州洞头农村商业银行
,HBWDSRCC,湖北武当山农村商业银行
,AHSTRCC,安徽石台农村商业银行
,HLJSLRCC,黑龙江绥棱农村商业银行
,SXHJRCC,山西河津农村商业银行
,ZPXPOSRCC,泽普县农村信用合作联社
,GZYPRCC,贵州玉屏农村商业银行股份有限公司
,JZMCQRCC,焦作市马村区农村信用合作联社
,SCSRCC,双城市农村信用合作联社
,XYXTVVRCC,新源县农村信用合作联社
,SDHYRCC,山东海阳农村商业银行
,SXPGXRCC,山西省偏关县农村信用合作联社
,NXYCRCC,宁夏盐池农村商业银行
,SDQYRCC,山东庆云农村商业银行
,UOB,大华银行
,HGSSQRTLRCC,黑龙江省鹤岗市市区农村信用联社
,SXFXQPERCC,陕西凤县农村商业银行
,HNMZRCC,河南孟州农村商业银行
,SXZSNFNRCC,山西稷山农村商业银行
,JLHLRCB,吉林和龙农村商业银行股份有限公司
,HBHFRCC,湖北鹤峰农村商业银行
,HLJJSJRCC,黑龙江建三江农村商业银行
,XYPQZYCZYH,信阳平桥中原村镇银行
,JLLRCB,吉林龙井农村商业银行股份有限公司
,SFXRCC,疏附县农村信用合作联社
,PSZJCZYH,安徽铜陵铜源村镇银行
,SXJCRCC,山西交城农村商业银行
,HBYARCC,湖北远安农村商业银行
,HLJTYRCB,黑龙江汤原农村商业银行
,EWWZMZZZHBX,保亭黎族苗族自治县农村信用合作联社
,BTRCC,北屯农村信用合作联社
,LSXHMCZYH,浙江余杭德商村镇银行
,ZJPARCC,浙江磐安农村商业银行
,DSXRCC,东山县农村信用合作联社
,XZBANK,西藏银行
,ZXJWCRCC,漳县农村信用合作联社
,DBS,星展银行（国际）
,HLJBZRCC,黑龙江宾州农村商业银行
,ZHXIHHRCC,政和县农村信用合作联社
,JNXRODRCC,建宁县农村信用合作联社
,CBCEXRCC,察布查尔县农村信用合作联社
,VSQXNCSYVFE,安徽黟县农村商业银行
,SXLCIMHRCC,陕西洛川农村商业银行
,HLJDNRCC,黑龙江东宁农村商业银行
,QHYYRCB,青海湟源农村商业银行
,ZNXPNURCC,卓尼县农村信用合作社联合社
,ZJCXLHCB,浙江长兴联合村镇银行
,HBGZRCB,河北广宗农村商业银行
,NXSZSRCC,宁夏石嘴山农村商业银行
,ZJJNRCC,浙江景宁农村商业银行
,JMSEXRCC,吉木萨尔县农村信用合作联社
,SYXGDMRCC,沙雅县农村信用合作联社
,GXRXGYCZYH,广西容县桂银村镇银行
,SXZXRCC,山西绛县农村商业银行
,GSCXRCB,甘肃崇信农村商业银行股份有限公司
,SXLYRCC,陕西麟游农村商业银行
,HNLSTHBRCC,河南卢氏农村商业银行
,HBWFRCC,湖北五峰农村商业银行
,HTSRCC,和田市农村信用合作社联合社
,JLCCNSB,吉林春城农村商业银行股份有限公司
,SMBC,三井住友银行
,SDPYXPJRCC,山东平阴农村商业银行
,SBXNQERCC,施秉县农村信用合作联社
,SZXUJURCC,深泽县农村信用联社
,HLJFYRCC,黑龙江抚远农村商业银行
,AZXRCC,安泽县农村信用合作联社
,MIHNCXYHEFJ,黄龙县农村信用合作联社
,NXPYRCC,宁夏彭阳农村商业银行
,HLJNASRCC,黑龙江省宁安市农村信用联社
,AHSCZXCZYH,毕节发展村镇银行
,SXKFRCB,山西岢岚农村商业银行
,HBXSRCC,湖北兴山农村商业银行
,JXFXRCC,江西奉新农村商业银行
,QHYSRCC,青海玉树农村商业银行
,LYSRCB,洛阳农商行
,TJXJSBRCC,台江县农村信用合作联社
,FDCZYH,阿拉善左旗方大村镇银行
,PLJNCJCB,平凉市静宁成纪村镇银行
,HLJLBRCC,黑龙江萝北农村商业银行
,YJXADRRCC,宜君县农村信用合作联社
,GSXGJCCZYH,浙江温岭联合村镇银行
,KMDCQRCC,昆明市东川区农村信用合作联社
,HLJSBXRCC,黑龙江省绥滨县农村信用联社
,CYLCQRCC,朝阳市龙城区农村信用合作联社
,BOHUIHE,新疆汇和银行
,JLHCNCB,吉林珲春农村商业银行股份有限公司
,HSSSFHRCC,鹤山市农村信用合作联社
,YCXPFORCC,宜川县农村信用合作联社
,YTDSCZYH,宁夏中宁青银村镇银行
,YNZMRCC,云南嵩明农村商业银行
,JLATRCB,吉林安图农村商业银行
,SXXNSPRCC,松溪县农村信用合作联社
,HMTSCZYH,哈密天山村镇银行
,GLRCC,果洛农村信用合作联社
,ZHRHCZYH,仁寿民富村镇银行
,YPDZRCC,玉屏侗族自治县农村信用合作联社
,ZLHNSCZYH,河南栾川民丰村镇银行
,SXGLXRCC,山西省广灵县农村信用合作联社
,MCB,瑞穗银行
,JZSYQRCC,焦作市山阳区农村信用合作联社
,YCXDZORCC,延长县农村信用合作联社
,GXHXGSCB,广西横县桂商村镇银行
,ZNXUUVRCC,周宁县农村信用合作联社
,SXNSRCC,陕西宁陕农村商业银行
,AHZDRCC,安徽旌德农村商业银行
,SXWBRCC,陕西吴堡农村商业银行
,NDHB,宁波东海银行
,TYLFXRCC,太原市娄烦县农村信用合作社联合社
,HBDCRCB,河北大厂农村商业银行
,XJFKRCC,新疆阜康农村商业银行
,GXRCC,古县农村信用合作联社
,CBCXZRCC,长白朝鲜族自治县农村信用合作联社
,HLJYYRCC,黑龙江友谊农村商业银行
,XJALTRCC,新疆阿勒泰农村商业银行
,JSGYTSCZYH,四川仪陇惠民村镇银行
,ZGXMZFRCC,潼关县农村信用合作联社
,DBSSRCC,调兵山市农村信用合作社联合社
,TJBCB,天津市北辰村镇银行
,NMTKTRCC,内蒙古托克托农村商业银行
,LXXFXBRCC,临夏县农村信用合作联社
,ATSSRCC,阿图什市农村信用合作社联合社
,GSSKLXRCC,甘肃省康乐县农村信用合作联社
,HLJLKXRCC,黑龙江省林口县农村信用联社
,XHXFVYRCC,新和县农村信用合作联社
,SXTBRCC,陕西太白农村商业银行
,QHMYRCC,青海门源农村商业银行
,BXXWBMRCC,柏乡县农村信用联社
,HBJMDDBSCZYH,广西兴安民兴村镇银行
,ZJTZHYHSCZYH,吉林丰满惠民村镇银行
,MBTC,首都银行及信托公司
,XJLZGMCZYH,昆山鹿城村镇银行
,QHGHRCC,青海共和农村商业银行
,JDZCJJYCZYH,松原宁江惠民村镇银行
,BJSYYZCZYH,北京顺义银座村镇银行
,HLGLMYCZYH,天津津南村镇银行
,TCSXLTQNQJV,盘锦市兴隆台区农村信用合作联社
,GZLHXCB,公主岭华兴村镇银行
,ZJJNYZCZYH,河南方城凤裕村镇银行
,HPXASXRCC,广东和平农村商业银行
,ZJZZSDLRCC,浙江嵊泗农村商业银行
,CFSHSQRCC,赤峰市红山区农村信用合作联社
,CBMNSH,长白山农村商业银行
,ZJLQLHCB,浙江乐清联合村镇银行
,HNZYJHCZYH,卢氏中原村镇银行
,LFXJNRSCZYH,济宁儒商村镇银行
,KMXSQRCC,昆明市西山区农村信用合作联社
,JANCRCC,吉安农村商业银行
,JYXLYERCC,嘉荫县农村信用合作联社
,HLJSWRCC,黑龙江孙吴农村商业银行
,SXYLRCC,陕西杨凌农村商业银行
,YPHXRCC,岳普湖县农村信用合作联社
,GZXFBJRCC,光泽县农村信用合作联社
,BTNCRCC,包头农村商业银行
,NXJYRCC,宁夏泾源农村商业银行股份有限公司
,HBBXRCB,河北柏乡农村商业银行
,AHWHYTCZYXCYZ,安徽五河永泰村镇银行
,ZJHNDSCZYH,北京大兴九银村镇银行
,HBSNJRCC,湖北神农架农村商业银行
,JSZYDWCPHU,江苏沭阳东吴村镇银行
,HSHZRCC,黄山徽州农村商业银行
,ZYYCCZYH,正阳玉川村镇银行
,WZSSRCC,五指山市农村信用合作联社
,XJBHRCC,新疆博湖农村商业银行
,HLJZCXRCC,黑龙江省桦川县农村信用联社
,HZSCFGRCC,合作市农村信用合作联社
,FMXRCC,富民县农村信用合作联社
,KMWHQRCC,昆明市五华区农村信用合作联社
,YFSYAQRCC,云浮市云安区农村信用合作联社
,DXLHCZYH,葫芦岛国信村镇银行
,XNZJCZYH,深圳龙岗鼎业村镇银行
,KSRB,昆山农村商业银行
,FJCLTLCZYH,广元市贵商村镇银行
,ZYZYCB,濮阳中原村镇银行
,ZSXJHRRCC,昭苏县农村信用合作联社
,TVKESSQNRTY,齐齐哈尔市市区农村信用合作联社
,LXEABRCC,临县农村信用合作联社
,FXJYCZYH,乐山嘉州民富村镇银行
,XYRHCZYH,襄垣县融汇村镇银行
,YQXHDCZYH,磐石吉银村镇银行
,HNZCAALRCC,河南渑池农村商业银行
,HLJJXTONRCC,黑龙江鸡西农村商业银行
,TAXRCC,台安县农村信用合作社联合社
,FJFDHXCB,福建福鼎恒兴村镇银行
,HLJTHSNBRCC,黑龙江通河农村商业银行
,QHTRRCC,青海同仁农村商业银行
,HLXJJDRCC,黄陵县农村信用合作联社
,HLJHLSRCC,黑龙江省海林市农村信用联社
,JHXMBCRCC,精河县农村信用合作联社
,GLXCDZRCC,巩留县农村信用合作联社
,DNRSCZYH,东宁润生村镇银行
,SLXLUGRCC,石楼县农村信用合作联社
,SFRCB,辽宁沈抚农村商业银行股份有限公司
,TKYXRCC,托克逊县农村信用合作联社
,YXSJCQRCC,玉溪市江川区农村信用合作联社
,AKTXRCC,阿克陶县农村信用合作社联合社
,KMALHNSCZYH,庆阳市西峰瑞信村镇银行
,HLJTLSRCC,黑龙江省铁力市农村信用联社
,NNLACJCZYH,南康赣商村镇银行
,PXCLERCC,蒲县农村信用合作联社
,SZLHLHCZYH,梨树源泰村镇银行
,YBF,豫丰村镇银行
,CCNGHMCZYH,浙江秀洲德商村镇银行
,TJNHCZYH,天津宁河村镇银行
,YNEYRCC,云南洱源农村商业银行
,LYRTCZYH,长春绿园融泰村镇银行
,SZHZCZYH,睢县德商村镇银行
,DLCZB,大连开发区鑫汇村镇银行
,DPHNSCZYH,福建政和泰隆村镇银行
,AHFYLMCZYH,重庆九龙坡民泰村镇银行
,YTXOMRRCC,于田县农村信用合作社联合社
,MJMFCZYH,安徽裕安盛平村镇银行
,JZZZQRCC,焦作市中站区农村信用合作联社
,ESXFCB,恩施兴福村镇银行
,BCQZFMCB,四川北川羌族自治县富民村镇银行
,XYVB,香河益民村镇银行
,LPXGWZRCC,洛浦县农村信用合作社联合社
,SXFSXRCC,山西省方山县农村信用合作联社
,WLRXCZYH,深圳宝安桂银村镇银行
,XNXRCC,肃南县农村信用联社
,HEBHLQRCC,哈尔滨市呼兰区农村信用合作联社
,HKYSZCFCZYH,绥中长丰村镇银行
,FYXPNARCC,富蕴县农村信用合作联社
,MLHSKRCC,木垒哈萨克自治县农村信用合作联社
,XZTSRCB,徐州铜山农村商业银行股份有限公司
,ZJYWLHCZYH,浙江义乌联合村镇银行
,YFSYCQRCC,云浮市云城区农村信用合作联社
,ZQQLCB,章丘齐鲁村镇银行
,AHFXSYCZYH,宁夏贺兰回商村镇银行
,ZQYBYZCZYH,田东北部湾村镇银行
,YBXYCZYH,宜宾兴宜村镇银行
,WSXIVMRCC,乌什县农村信用合作联社
,DQNCRCC,大庆农村商业银行
,JXJXYGXRCC,江西进贤农村商业银行
,GDXUSYRCC,贵德县农村信用合作联社
,JLXLNGRCC,蕉岭县农村信用合作联社
,HEBXFCZYH,平舆玉川村镇银行
,HBDYTLCZYH,岑溪市北部湾村镇银行
,QWKWAXHMCZYH,文安县惠民村镇银行
,XJWLRCC,新疆尉犁农村商业银行
,XYZJCB,信阳珠江村镇银行
,SLYZRCC,石林彝族自治县农村信用合作联社
,UBCHN,海口联合农商银行
,JLWQRCB,吉林汪清农村商业银行
,AHSTYZCZYH,广州白云民泰村镇银行
,YNYMRCC,云南易门农村商业银行
,TLSYZQRCC,铁岭市银州区农村信用合作联社
,QHCDMRCC,青海柴达木农村商业银行
,FSSSSQRCC,佛山市三水区农村信用合作联社
,SDCDRCC,山东长岛农村商业银行
,SPZYCB,遂平中原村镇银行
,AHDZYZCZYH,湖北大冶泰隆村镇银行
,ZHHTCZYH,庄河汇通村镇银行
,SYNJHMCZYH,大连金州联丰村镇银行
,PDHF,大洼恒丰村镇银行
,QHQLRCC,青海祁连农村商业银行
,HLJSFHRCC,黑龙江绥芬河农村商业银行
,WLCBRCC,乌兰察布农村商业银行
,JPMC,摩根大通银行
,SXGQRCC,陕西甘泉农村商业银行
,LNCZHTCB,辽宁辰州汇通村镇银行
,HLJYKRCC,黑龙江逊克农村商业银行
,HNSSRCB,湖南韶山农村商业银行股份有限公司
,QHHLRCC,青海化隆农村商业银行股份有限公司
,SJZKQRCC,石家庄市矿区农村信用联社
,QHGNRCC,青海贵南农村商业银行
,CLXMPKRCC,策勒县农村信用合作社联合社
,HLJTHJGXRCC,黑龙江塔河农村商业银行
,XHSLZRCC,循化撒拉族自治县农村信用合作联社
,ZSXLCZB,中山小榄村镇银行
,SHPDHTCZYH,台前德商村镇银行
,QHDLRCC,青海都兰农村商业银行
,HGXJRCZYH,宾阳北部湾村镇银行
,OPPFSSQYCZYH,陕西洛南阳光村镇银行
,CDXHSCZYH,浙江永嘉恒升村镇银行
,YNTHRCC,云南通海农村商业银行
,SXZPRCC,陕西镇坪农村商业银行
,JLFMHMCZYH,浙江嘉善联合村镇银行
,WQXFLRRCC,温泉县农村信用合作联社
,NXYCHFCZYH,安徽潜山江淮村镇银行
,ZRXRCC,柘荣县农村信用合作联社
,MQXHVRRCC,玛曲县农村信用合作社联合社
,PSXBPJYCZYH,广元市包商贵民村镇银行
,FPXEMKRCC,佛坪县农村信用合作联社
,YTNCRCC,鹰潭农村商业银行
,SCCDLQZCZCZYH,四川成都龙泉驿稠州村镇银行
,LNDTCZYH,萍乡安源富民村镇银行
,SCHMRCB,上蔡惠民村镇银行
,XRZXCZYH,孟津民丰村镇银行
